Time (s), Cell Name, Value
629.45, C56,0.17
629.55, C8,0.1
629.55, C22,0.17
629.55, C31,0.32
629.55, C46,0.11
629.55, C60,0.19
629.65, C24,0.12
629.75, C20,0.4
629.75, C21,0.22
629.75, C62,0.16
629.85, C6,0.13
629.85, C23,0.22
629.85, C30,0.17
629.96, C15,0.11
629.96, C30,0.15
630.06, C38,0.11
630.16, C9,0.19
630.16, C15,0.18
630.26, C15,0.18
630.26, C27,0.11
630.26, C39,0.13
630.26, C49,0.28
630.36, C0,0.24
630.36, C8,0.16
630.36, C15,0.35
630.36, C17,0.14
630.36, C39,0.37
630.36, C49,0.75
630.36, C56,0.1
630.46, C2,0.11
630.46, C8,0.27
630.46, C15,0.81
630.46, C32,0.32
630.46, C49,0.49
630.56, C8,0.14
630.56, C15,0.71
630.56, C62,0.11
630.66, C0,0.3
630.66, C15,0.67
630.76, C0,0.13
630.76, C2,0.11
630.76, C11,0.31
630.76, C15,0.15
630.76, C24,0.22
630.86, C11,0.38
630.86, C12,0.12
630.86, C20,0.13
630.86, C25,0.17
630.86, C32,0.31
630.86, C54,0.1
630.96, C5,0.12
630.96, C12,0.18
630.96, C21,0.12
630.96, C46,0.11
630.96, C62,0.14
631.06, C0,0.1
631.06, C5,0.11
631.06, C20,0.14
631.06, C55,0.15
631.06, C60,0.13
631.06, C62,0.23
631.16, C20,0.32
631.16, C24,0.26
631.16, C32,0.24
631.16, C46,0.15
631.26, C20,0.2
631.26, C46,0.11
631.26, C60,0.16
631.36, C20,0.27
631.36, C21,0.14
631.36, C23,0.15
631.36, C32,0.58
631.36, C62,0.26
631.46, C20,0.1
631.46, C21,0.12
631.46, C24,0.72
631.46, C62,0.19
631.56, C30,0.12
631.56, C31,0.12
631.66, C8,0.35
631.66, C30,0.18
631.66, C31,0.51
631.66, C60,0.11
631.76, C8,0.63
631.76, C21,0.15
631.76, C22,0.18
631.76, C24,0.23
631.76, C31,0.78
631.86, C27,0.19
631.96, C5,0.17
631.96, C24,0.39
632.06, C20,0.28
632.06, C24,0.14
632.16, C2,0.14
632.16, C20,0.51
632.16, C24,0.36
632.16, C30,0.27
632.26, C20,0.24
632.26, C32,0.23
632.26, C43,0.1
632.26, C56,0.16
632.36, C0,0.14
632.36, C9,0.16
632.36, C27,0.11
632.36, C39,0.16
632.36, C56,0.19
632.46, C13,0.4
632.46, C15,0.24
632.46, C39,0.22
632.46, C49,0.37
632.56, C8,0.1
632.56, C15,0.23
632.56, C21,0.19
632.56, C39,0.3
632.56, C49,0.61
632.66, C8,0.37
632.66, C13,0.11
632.66, C15,0.51
632.66, C49,0.64
632.76, C15,0.3
632.76, C48,0.16
632.76, C49,0.5
632.76, C59,0.17
632.86, C15,0.67
632.86, C59,0.17
632.96, C15,0.46
632.96, C17,0.12
632.96, C59,0.18
632.96, C62,0.26
633.06, C13,0.3
633.06, C59,0.21
633.16, C14,0.12
633.16, C48,0.1
633.26, C17,0.23
633.26, C25,0.21
633.26, C38,0.13
633.26, C48,0.18
633.36, C2,0.23
633.36, C21,0.13
633.46, C21,0.15
633.56, C12,0.21
633.56, C60,0.11
633.66, C22,0.14
633.66, C26,0.1
633.66, C39,0.22
633.76, C1,0.17
633.76, C2,0.13
633.76, C8,0.17
633.76, C15,0.3
633.76, C31,0.17
633.76, C39,0.18
633.76, C60,0.18
633.86, C5,0.11
633.86, C8,0.39
633.86, C15,0.33
633.86, C31,0.64
633.86, C49,0.16
633.86, C60,0.16
633.86, C62,0.12
633.96, C8,0.16
633.96, C19,0.18
633.96, C27,0.18
633.96, C31,0.47
633.96, C49,0.62
633.96, C62,0.14
634.06, C49,0.58
634.16, C22,0.1
634.16, C49,0.27
634.26, C20,0.12
634.26, C23,0.13
634.26, C60,0.11
634.26, C62,0.21
634.36, C1,0.2
634.36, C15,0.17
634.36, C23,0.19
634.46, C5,0.2
634.46, C21,0.16
634.46, C32,0.13
634.46, C60,0.38
634.46, C62,0.37
634.56, C24,0.12
634.56, C62,0.36
634.66, C24,0.11
634.66, C51,0.12
634.66, C60,0.3
634.66, C62,0.55
634.76, C11,0.15
634.76, C15,0.11
634.86, C10,0.14
634.86, C23,0.31
634.86, C24,0.28
634.86, C32,0.18
634.86, C38,0.17
634.96, C1,0.19
634.96, C20,0.18
634.96, C21,0.51
634.96, C24,0.4
634.96, C58,0.25
635.06, C20,0.13
635.06, C32,0.11
635.06, C38,0.13
635.16, C24,0.34
635.26, C15,0.12
635.26, C24,0.42
635.26, C30,0.16
635.36, C8,0.22
635.36, C15,0.2
635.36, C31,0.19
635.46, C8,0.27
635.46, C17,0.1
635.46, C31,0.17
635.56, C31,0.11
635.56, C38,0.16
635.66, C9,0.12
635.76, C15,0.16
635.86, C15,0.11
636.06, C5,0.21
636.06, C21,0.1
636.16, C1,0.18
636.16, C2,0.18
636.16, C8,0.26
636.16, C15,0.24
636.26, C8,0.7
636.26, C12,0.22
636.26, C15,0.19
636.26, C21,0.1
636.26, C27,0.22
636.26, C31,0.69
636.26, C49,0.37
636.26, C57,0.11
636.36, C8,0.21
636.36, C15,0.19
636.36, C22,0.13
636.36, C30,0.14
636.36, C31,0.21
636.36, C49,0.6
636.46, C24,0.16
636.56, C0,0.31
636.56, C20,0.15
636.56, C24,0.19
636.66, C20,0.19
636.66, C24,0.21
636.66, C25,0.11
636.76, C20,0.17
636.76, C24,0.26
636.76, C25,0.14
636.76, C30,0.25
636.86, C20,0.29
636.86, C30,0.11
636.96, C1,0.13
636.96, C20,0.31
636.96, C23,0.18
637.06, C15,0.15
637.06, C24,0.4
637.06, C30,0.3
637.06, C39,0.16
637.06, C43,0.15
637.16, C2,0.35
637.16, C5,0.12
637.16, C13,0.53
637.16, C15,0.15
637.16, C30,0.25
637.16, C39,0.76
637.16, C49,0.26
637.16, C56,0.15
637.26, C15,0.46
637.26, C39,0.11
637.26, C49,0.76
637.36, C13,0.15
637.36, C49,0.22
637.76, C27,0.11
637.86, C17,0.17
637.86, C19,0.19
637.86, C21,0.12
637.86, C45,0.22
637.86, C62,0.28
637.96, C2,0.16
637.96, C13,0.12
637.96, C45,0.2
638.06, C19,0.11
638.06, C21,0.16
638.06, C59,0.18
638.16, C2,0.19
638.16, C18,0.1
638.37, C5,0.13
638.37, C13,0.13
638.37, C16,0.1
638.37, C26,0.11
638.37, C28,0.11
638.37, C57,0.21
638.37, C62,0.17
638.47, C3,0.13
638.47, C21,0.64
638.47, C57,0.22
638.57, C1,0.19
638.57, C13,0.14
638.57, C21,0.13
638.57, C22,0.12
638.57, C57,0.68
638.67, C3,0.11
638.67, C12,0.16
638.67, C21,0.24
638.67, C57,0.53
638.77, C3,0.13
638.77, C21,0.1
638.77, C57,0.4
638.87, C20,0.12
638.87, C57,0.36
638.97, C3,0.12
638.97, C5,0.21
638.97, C21,0.21
639.07, C3,0.12
639.07, C21,0.11
639.17, C3,0.18
639.27, C2,0.17
639.27, C3,0.18
639.27, C13,0.21
639.27, C34,0.12
639.27, C39,0.11
639.37, C3,0.14
639.47, C18,0.1
639.47, C20,0.11
639.57, C1,0.12
639.57, C9,0.12
639.57, C12,0.12
639.57, C13,0.21
639.67, C5,0.13
639.67, C9,0.12
639.77, C13,0.16
639.87, C15,0.13
639.97, C3,0.11
639.97, C15,0.12
640.07, C5,0.14
640.07, C15,0.1
640.07, C21,0.18
640.17, C3,0.18
640.17, C8,0.11
640.17, C62,0.36
640.27, C13,0.12
640.27, C31,0.16
640.27, C54,0.15
640.27, C62,0.16
640.37, C3,0.13
640.37, C12,0.17
640.37, C31,0.11
640.47, C2,0.15
640.47, C3,0.33
640.47, C13,0.15
640.47, C15,0.2
640.47, C25,0.12
640.57, C0,0.11
640.57, C9,0.14
640.87, C13,0.12
640.87, C25,0.12
640.97, C1,0.12
641.07, C5,0.16
641.07, C12,0.1
641.07, C13,0.13
641.07, C35,0.18
641.17, C13,0.1
641.27, C13,0.19
641.27, C48,0.15
641.37, C60,0.11
641.47, C48,0.37
641.57, C12,0.14
641.57, C48,0.93
641.67, C48,0.41
641.77, C12,0.12
641.87, C1,0.13
641.87, C5,0.11
641.87, C12,0.2
641.97, C2,0.12
641.97, C38,0.11
642.07, C2,0.12
642.07, C12,0.25
642.17, C15,0.11
642.17, C21,0.12
642.37, C12,0.75
642.37, C13,0.2
642.37, C15,0.12
642.37, C18,0.11
642.47, C1,0.2
642.47, C12,0.86
642.47, C13,0.15
642.47, C35,0.1
642.47, C62,0.12
642.57, C3,0.13
642.57, C12,0.53
642.57, C39,0.11
642.57, C43,0.1
642.67, C5,0.16
642.67, C12,0.49
642.67, C15,0.15
642.67, C21,0.16
642.77, C39,0.1
642.77, C49,0.13
642.77, C51,0.14
642.87, C5,0.11
642.87, C13,0.21
642.87, C16,0.13
642.87, C27,0.11
642.87, C62,0.22
642.97, C1,0.12
642.97, C2,0.19
642.97, C16,0.16
642.97, C45,0.14
643.07, C19,0.11
643.07, C27,0.19
643.07, C47,0.17
643.17, C19,0.16
643.17, C47,0.56
643.27, C13,0.13
643.27, C17,0.12
643.27, C38,0.13
643.27, C45,0.14
643.27, C47,0.3
643.27, C61,0.11
643.37, C18,0.12
643.37, C26,0.11
643.37, C59,0.1
643.47, C13,0.14
643.47, C19,0.11
643.57, C2,0.1
643.57, C13,0.13
643.57, C33,0.11
643.67, C33,0.11
643.77, C21,0.18
643.77, C24,0.13
643.77, C26,0.15
643.87, C20,0.14
643.87, C24,0.1
643.97, C5,0.16
644.07, C21,0.13
644.07, C57,0.21
644.17, C1,0.1
644.17, C5,0.11
644.27, C13,0.15
644.27, C57,0.2
644.37, C3,0.14
644.37, C15,0.23
644.37, C27,0.12
644.37, C35,0.11
644.37, C57,0.34
644.37, C60,0.12
644.47, C2,0.23
644.47, C3,0.17
644.47, C21,0.49
644.47, C25,0.11
644.47, C35,0.16
644.47, C57,0.46
644.57, C3,0.22
644.57, C20,0.13
644.57, C32,0.12
644.57, C57,0.57
644.57, C60,0.29
644.67, C21,0.26
644.67, C25,0.12
644.77, C2,0.13
644.77, C32,0.38
644.77, C43,0.25
644.87, C2,0.21
644.87, C13,0.1
644.87, C17,0.15
644.87, C32,0.11
644.87, C43,0.21
644.87, C60,0.21
644.97, C0,0.11
644.97, C13,0.26
644.97, C25,0.11
644.97, C30,0.16
644.97, C32,0.63
644.97, C60,0.15
645.07, C32,0.2
645.17, C5,0.21
645.17, C16,0.12
645.17, C27,0.13
645.17, C30,0.13
645.17, C32,0.32
645.17, C35,0.13
645.27, C15,0.19
645.27, C60,0.14
645.37, C55,0.11
645.37, C62,0.12
645.47, C21,0.37
645.47, C26,0.16
645.57, C3,0.12
645.57, C32,0.11
645.57, C38,0.17
645.67, C5,0.1
645.67, C60,0.23
645.77, C27,0.23
645.87, C5,0.16
645.87, C11,0.1
645.87, C32,0.12
645.87, C60,0.29
645.87, C61,0.2
645.97, C38,0.12
645.97, C51,0.12
646.07, C9,0.11
646.07, C23,0.12
646.07, C32,0.41
646.17, C0,0.2
646.17, C5,0.11
646.17, C11,0.18
646.17, C27,0.15
646.17, C30,0.16
646.17, C32,0.43
646.17, C35,0.14
646.17, C46,0.2
646.17, C58,0.4
646.17, C60,0.13
646.27, C0,0.45
646.27, C11,0.12
646.27, C23,0.2
646.27, C32,0.39
646.27, C42,0.11
646.27, C46,0.59
646.27, C58,0.75
646.37, C0,0.46
646.37, C20,0.22
646.37, C25,0.24
646.37, C30,0.23
646.37, C46,0.78
646.37, C58,0.18
646.37, C60,0.24
646.47, C0,0.16
646.47, C12,0.17
646.47, C20,0.2
646.47, C30,0.56
646.47, C46,0.37
646.57, C0,0.47
646.57, C20,0.3
646.57, C35,0.15
646.57, C46,0.35
646.68, C23,0.39
646.68, C30,0.13
646.78, C5,0.13
646.78, C27,0.18
646.78, C60,0.23
646.88, C15,0.11
646.88, C31,0.21
646.88, C49,0.16
646.98, C2,0.16
646.98, C22,0.17
647.08, C27,0.14
647.18, C16,0.1
647.18, C21,0.23
647.28, C49,0.52
647.38, C15,0.12
647.38, C49,0.71
647.38, C56,0.12
647.48, C15,0.12
647.48, C24,0.29
647.48, C30,0.14
647.48, C49,0.3
647.58, C8,0.47
647.58, C24,0.19
647.58, C26,0.11
647.58, C30,0.34
647.58, C31,0.1
647.58, C32,0.11
647.58, C49,0.43
647.58, C60,0.3
647.68, C8,0.19
647.68, C24,0.12
647.68, C25,0.1
647.68, C30,0.34
647.68, C49,0.35
647.68, C54,0.12
647.78, C20,0.58
647.88, C20,0.46
647.88, C22,0.24
647.98, C0,0.36
647.98, C20,0.6
647.98, C21,0.1
647.98, C30,0.13
647.98, C38,0.18
647.98, C44,0.14
648.08, C2,0.23
648.08, C3,0.1
648.08, C20,0.14
648.08, C21,0.11
648.08, C32,0.16
648.08, C35,0.11
648.28, C0,0.46
648.28, C9,0.16
648.28, C15,0.26
648.28, C24,0.31
648.28, C27,0.17
648.38, C0,0.13
648.38, C12,0.11
648.38, C15,0.13
648.38, C27,0.13
648.38, C30,0.17
648.48, C15,0.2
648.48, C21,0.18
648.58, C1,0.2
648.58, C24,0.2
648.58, C30,0.23
648.58, C49,0.57
648.68, C15,0.54
648.68, C17,0.25
648.68, C48,0.13
648.68, C49,0.68
648.78, C15,0.98
648.78, C21,0.12
648.78, C32,0.17
648.88, C15,0.58
648.98, C5,0.14
648.98, C8,0.24
648.98, C39,0.23
649.08, C8,0.47
649.08, C15,0.26
649.08, C24,0.45
649.08, C39,0.41
649.18, C5,0.19
649.18, C8,0.39
649.18, C15,0.1
649.18, C39,0.15
649.28, C39,0.1
649.48, C2,0.2
649.48, C13,0.27
649.48, C48,0.22
649.58, C5,0.3
649.58, C8,0.16
649.58, C21,0.18
649.58, C39,0.13
649.68, C8,0.11
649.68, C21,0.16
649.68, C49,0.21
649.78, C2,0.14
649.78, C8,0.11
649.78, C13,0.13
649.78, C19,0.16
649.78, C45,0.12
649.78, C47,0.14
649.78, C49,0.75
649.88, C45,0.13
649.88, C47,0.12
649.98, C12,0.16
649.98, C19,0.1
649.98, C45,0.45
649.98, C47,0.42
649.98, C59,0.15
650.08, C13,0.12
650.08, C19,0.12
650.08, C45,0.16
650.08, C47,0.29
650.08, C59,0.26
650.08, C62,0.18
650.18, C22,0.16
650.18, C45,0.25
650.18, C47,0.4
650.18, C59,0.3
650.28, C6,0.11
650.28, C13,0.12
650.28, C26,0.13
650.28, C47,0.15
650.28, C59,0.17
650.38, C18,0.12
650.38, C21,0.15
650.38, C26,0.1
650.38, C59,0.23
650.48, C18,0.11
650.48, C20,0.1
650.48, C45,0.25
650.58, C2,0.11
650.68, C22,0.12
650.68, C24,0.11
650.68, C26,0.25
650.68, C38,0.2
650.78, C2,0.13
650.78, C13,0.12
650.78, C24,0.13
650.78, C26,0.1
650.88, C5,0.13
650.88, C19,0.16
650.88, C21,0.12
651.08, C13,0.16
651.18, C13,0.16
651.18, C21,0.16
651.28, C9,0.1
651.28, C21,0.21
651.28, C25,0.12
651.28, C57,0.15
651.28, C62,0.35
651.38, C3,0.24
651.38, C21,0.12
651.38, C27,0.14
651.38, C57,0.42
651.48, C2,0.26
651.48, C3,0.41
651.48, C13,0.26
651.48, C21,0.47
651.48, C57,0.89
651.58, C3,0.23
651.58, C21,0.13
651.58, C57,0.34
651.68, C3,0.17
651.68, C15,0.1
651.68, C55,0.14
651.68, C57,0.33
651.78, C0,0.14
651.78, C3,0.12
651.78, C21,0.1
651.78, C60,0.15
651.88, C2,0.16
651.88, C3,0.25
651.88, C21,0.24
651.88, C27,0.1
651.88, C57,0.34
651.98, C3,0.49
651.98, C55,0.12
651.98, C57,0.33
652.08, C3,0.62
652.08, C21,0.33
652.08, C32,0.23
652.08, C60,0.13
652.18, C3,0.18
652.18, C27,0.16
652.18, C32,0.3
652.18, C60,0.18
652.28, C25,0.17
652.38, C5,0.23
652.38, C19,0.15
652.38, C54,0.11
652.38, C60,0.22
652.38, C61,0.12
652.48, C0,0.34
652.48, C11,0.14
652.48, C12,0.11
652.48, C46,0.31
652.48, C49,0.11
652.48, C62,0.16
652.58, C0,0.45
652.58, C11,0.19
652.58, C46,0.63
652.58, C60,0.24
652.68, C0,0.24
652.68, C23,0.26
652.68, C30,0.22
652.68, C32,0.19
652.68, C42,0.12
652.68, C46,0.58
652.68, C51,0.1
652.68, C58,0.51
652.78, C0,0.22
652.78, C9,0.14
652.78, C11,0.11
652.78, C23,0.39
652.78, C46,0.19
652.78, C58,0.22
652.88, C10,0.18
652.88, C35,0.12
652.98, C20,0.29
652.98, C30,0.14
652.98, C32,0.14
653.08, C20,0.24
653.08, C30,0.69
653.18, C30,0.23
653.28, C0,0.14
653.28, C15,0.16
653.38, C15,0.31
653.38, C27,0.15
653.38, C35,0.11
653.38, C49,0.28
653.48, C1,0.22
653.48, C15,0.28
653.48, C49,0.52
653.58, C15,0.15
653.58, C17,0.14
653.58, C49,0.69
653.68, C8,0.14
653.68, C15,0.41
653.68, C49,0.41
653.78, C2,0.2
653.78, C12,0.2
653.78, C15,0.11
653.78, C49,0.55
653.88, C35,0.12
653.88, C48,0.42
653.88, C49,0.32
653.88, C60,0.12
653.98, C1,0.11
653.98, C16,0.1
653.98, C60,0.31
654.08, C5,0.15
654.08, C23,0.13
654.18, C48,0.98
654.28, C2,0.16
654.28, C21,0.14
654.28, C23,0.3
654.28, C48,0.48
654.38, C12,0.21
654.38, C17,0.18
654.38, C25,0.12
654.38, C48,0.17
654.48, C15,0.11
654.58, C15,0.31
654.58, C32,0.12
654.58, C62,0.18
654.68, C0,0.19
654.68, C2,0.2
654.68, C8,0.39
654.68, C15,0.2
654.68, C21,0.27
654.68, C44,0.1
654.68, C60,0.14
654.68, C62,0.12
654.78, C8,0.68
654.78, C30,0.22
654.78, C31,0.35
654.78, C60,0.24
654.88, C19,0.18
654.88, C22,0.12
654.99, C11,0.18
654.99, C27,0.11
654.99, C32,0.31
654.99, C54,0.11
655.09, C20,0.31
655.19, C20,0.2
655.19, C26,0.12
655.19, C30,0.13
655.29, C43,0.14
655.39, C5,0.13
655.39, C15,0.13
655.39, C30,0.2
655.39, C39,0.24
655.49, C39,0.12
655.59, C17,0.15
655.59, C39,0.11
655.69, C1,0.12
655.69, C5,0.31
655.69, C12,0.1
655.69, C13,0.27
655.69, C39,0.15
655.69, C60,0.3
655.79, C8,0.12
655.79, C21,0.15
655.79, C62,0.21
655.89, C1,0.15
655.89, C2,0.14
655.89, C15,0.24
655.89, C21,0.17
655.89, C32,0.15
655.99, C13,0.23
656.09, C3,0.12
656.09, C11,0.15
656.09, C27,0.1
656.19, C11,0.22
656.19, C15,0.13
656.19, C25,0.1
656.19, C27,0.16
656.19, C31,0.12
656.29, C21,0.14
656.29, C27,0.15
656.39, C24,0.26
656.39, C26,0.17
656.49, C13,0.17
656.49, C48,0.23
656.59, C48,0.16
656.69, C38,0.19
656.79, C3,0.14
656.79, C5,0.12
656.79, C21,0.11
656.79, C48,0.12
656.99, C38,0.15
657.09, C1,0.18
657.09, C60,0.13
657.19, C13,0.15
657.19, C15,0.12
657.19, C49,0.26
657.29, C8,0.23
657.29, C13,0.17
657.29, C15,0.19
657.29, C21,0.2
657.29, C27,0.14
657.29, C49,0.11
657.29, C60,0.24
657.39, C2,0.12
657.39, C8,0.48
657.39, C15,0.13
657.39, C21,0.2
657.39, C31,0.59
657.39, C60,0.31
657.49, C8,0.38
657.49, C30,0.19
657.49, C31,0.14
657.59, C5,0.23
657.59, C20,0.12
657.59, C32,0.16
657.69, C0,0.34
657.69, C20,0.13
657.69, C32,0.11
657.79, C12,0.15
657.79, C20,0.62
657.79, C30,0.57
657.79, C58,0.18
657.89, C20,0.69
657.99, C2,0.12
658.09, C39,0.1
658.19, C15,0.11
658.19, C21,0.15
658.19, C30,0.24
658.19, C32,0.15
658.19, C39,0.27
658.29, C1,0.11
658.29, C13,0.12
658.29, C15,0.26
658.29, C39,0.15
658.39, C13,0.13
658.39, C21,0.15
658.39, C39,0.11
658.49, C2,0.14
658.49, C13,0.14
658.49, C39,0.33
658.59, C5,0.19
658.59, C39,0.16
658.69, C47,0.22
658.79, C16,0.13
658.79, C47,0.49
658.89, C2,0.17
658.89, C13,0.17
658.89, C27,0.16
658.89, C45,0.16
658.89, C47,0.41
658.99, C19,0.13
658.99, C38,0.14
658.99, C47,0.65
658.99, C59,0.18
659.09, C17,0.15
659.09, C21,0.12
659.09, C22,0.11
659.09, C47,0.69
659.09, C59,0.15
659.19, C33,0.16
659.19, C47,0.46
659.19, C51,0.13
659.29, C28,0.13
659.29, C47,0.18
659.39, C9,0.18
659.39, C33,0.12
659.49, C13,0.17
659.49, C27,0.1
659.59, C1,0.13
659.59, C13,0.2
659.69, C18,0.11
659.69, C19,0.1
659.79, C21,0.11
659.79, C24,0.11
659.79, C33,0.11
659.89, C13,0.14
659.89, C24,0.14
659.89, C26,0.24
659.99, C5,0.12
659.99, C12,0.12
660.19, C13,0.1
660.19, C21,0.13
660.19, C33,0.1
660.29, C2,0.14
660.29, C5,0.12
660.29, C33,0.12
660.39, C10,0.11
660.39, C17,0.1
660.39, C27,0.15
660.49, C43,0.17
660.59, C1,0.26
660.59, C13,0.11
660.69, C13,0.16
660.69, C19,0.1
660.69, C54,0.11
660.79, C12,0.14
660.79, C38,0.12
660.89, C9,0.11
660.89, C34,0.13
660.99, C26,0.1
660.99, C57,0.11
661.09, C3,0.14
661.09, C24,0.11
661.09, C26,0.13
661.19, C13,0.14
661.19, C21,0.3
661.29, C3,0.15
661.29, C15,0.23
661.29, C22,0.13
661.29, C25,0.12
661.29, C27,0.1
661.29, C57,0.31
661.39, C3,0.28
661.39, C12,0.12
661.39, C13,0.16
661.39, C57,0.47
661.49, C2,0.1
661.49, C3,0.24
661.49, C20,0.12
661.49, C21,0.6
661.49, C25,0.1
661.49, C35,0.12
661.49, C57,0.29
661.49, C62,0.14
661.59, C19,0.1
661.59, C57,0.21
661.69, C60,0.25
661.79, C2,0.11
661.79, C5,0.15
661.79, C30,0.13
661.79, C43,0.23
661.89, C1,0.1
661.89, C9,0.14
661.89, C32,0.15
661.99, C3,0.16
661.99, C13,0.21
661.99, C26,0.13
661.99, C31,0.12
661.99, C44,0.11
661.99, C49,0.11
662.09, C5,0.24
662.09, C10,0.2
662.09, C32,0.24
662.19, C12,0.14
662.19, C16,0.2
662.19, C31,0.12
662.29, C15,0.11
662.29, C31,0.21
662.29, C38,0.22
662.39, C2,0.12
662.39, C21,0.13
662.39, C60,0.29
662.49, C2,0.19
662.49, C13,0.2
662.49, C30,0.1
662.59, C3,0.18
662.59, C10,0.13
662.59, C21,0.14
662.69, C3,0.13
662.69, C35,0.15
662.79, C13,0.12
662.89, C9,0.11
662.89, C15,0.22
662.89, C32,0.14
662.99, C1,0.14
663.09, C2,0.12
663.19, C11,0.11
663.29, C13,0.13
663.29, C47,0.17
663.4, C1,0.18
663.4, C17,0.11
663.4, C19,0.17
663.4, C47,0.14
663.5, C5,0.31
663.5, C8,0.11
663.5, C47,0.54
663.6, C13,0.17
663.6, C45,0.25
663.6, C47,0.79
663.6, C59,0.2
663.7, C18,0.11
663.7, C19,0.11
663.7, C59,0.12
663.8, C26,0.22
663.9, C13,0.11
664.1, C5,0.15
664.1, C20,0.11
664.1, C54,0.11
664.2, C1,0.15
664.2, C2,0.15
664.2, C13,0.18
664.2, C27,0.11
664.4, C13,0.2
664.4, C33,0.11
664.5, C2,0.1
664.5, C9,0.11
664.5, C18,0.12
664.5, C24,0.15
664.5, C54,0.14
664.7, C24,0.22
664.7, C26,0.11
664.7, C54,0.29
664.8, C5,0.18
664.8, C20,0.24
664.8, C26,0.21
664.9, C3,0.11
664.9, C12,0.28
665.0, C12,0.18
665.0, C13,0.13
665.0, C21,0.11
665.1, C21,0.11
665.1, C22,0.12
665.2, C2,0.12
665.5, C2,0.13
665.5, C12,0.2
665.5, C13,0.13
665.6, C3,0.12
665.6, C15,0.12
665.6, C21,0.45
665.6, C27,0.13
665.7, C9,0.11
665.7, C12,0.12
665.8, C1,0.13
665.8, C57,0.41
665.8, C60,0.13
665.9, C3,0.3
665.9, C21,0.13
665.9, C57,0.22
665.9, C60,0.19
666.0, C1,0.2
666.0, C3,0.29
666.0, C21,0.31
666.0, C43,0.13
666.0, C57,0.25
666.0, C62,0.14
666.1, C2,0.3
666.1, C3,0.16
666.1, C13,0.24
666.1, C22,0.18
666.1, C25,0.17
666.1, C35,0.15
666.2, C60,0.17
666.4, C13,0.13
666.4, C30,0.23
666.4, C38,0.19
666.4, C43,0.17
666.5, C35,0.1
666.5, C43,0.33
666.5, C60,0.17
666.6, C15,0.15
666.6, C25,0.11
666.6, C31,0.3
666.7, C31,0.13
666.8, C5,0.13
666.8, C13,0.12
666.8, C26,0.16
666.9, C13,0.12
667.1, C39,0.17
667.2, C16,0.19
667.2, C27,0.13
667.2, C47,0.12
667.3, C5,0.23
667.3, C13,0.1
667.4, C47,0.1
667.5, C1,0.13
667.5, C21,0.18
667.5, C38,0.17
667.6, C9,0.14
667.6, C13,0.11
667.6, C22,0.17
667.6, C27,0.11
667.6, C41,0.12
667.7, C9,0.11
667.7, C22,0.12
667.7, C26,0.18
667.7, C41,0.19
667.7, C44,0.39
667.8, C2,0.12
667.8, C9,0.11
667.8, C13,0.15
667.8, C20,0.14
667.9, C21,0.1
667.9, C33,0.12
668.0, C47,0.25
668.2, C5,0.16
668.2, C21,0.12
668.2, C26,0.13
668.2, C47,0.33
668.3, C13,0.12
668.3, C24,0.13
668.3, C35,0.13
668.3, C47,0.47
668.4, C12,0.15
668.4, C26,0.14
668.4, C27,0.14
668.5, C3,0.12
668.6, C2,0.14
668.6, C3,0.12
668.6, C21,0.32
668.6, C57,0.17
668.7, C2,0.1
668.7, C3,0.22
668.7, C13,0.13
668.7, C21,0.17
668.7, C25,0.16
668.7, C57,0.1
668.8, C3,0.27
668.8, C21,0.39
668.8, C57,0.18
668.8, C60,0.14
668.9, C25,0.11
668.9, C35,0.15
668.9, C49,0.11
668.9, C57,0.26
669.0, C3,0.14
669.0, C5,0.15
669.0, C12,0.15
669.0, C27,0.14
669.0, C57,0.19
669.1, C1,0.15
669.2, C1,0.1
669.2, C2,0.14
669.2, C3,0.13
669.2, C13,0.16
669.3, C3,0.17
669.3, C15,0.23
669.3, C32,0.12
669.4, C3,0.21
669.4, C18,0.11
669.4, C30,0.15
669.4, C49,0.15
669.5, C9,0.14
669.5, C16,0.16
669.5, C26,0.19
669.5, C30,0.32
669.6, C19,0.1
669.6, C30,0.3
669.6, C38,0.14
669.7, C13,0.12
669.7, C19,0.15
669.7, C20,0.13
669.8, C13,0.15
669.8, C22,0.35
669.8, C41,0.1
669.8, C58,0.1
669.9, C9,0.17
669.9, C17,0.22
669.9, C25,0.11
669.9, C27,0.1
669.9, C38,0.1
669.9, C41,0.28
669.9, C50,0.19
669.9, C51,0.12
670.0, C13,0.11
670.0, C14,0.19
670.0, C17,0.78
670.0, C25,0.73
670.0, C35,0.1
670.0, C50,0.2
670.1, C9,0.17
670.1, C14,0.11
670.1, C17,0.43
670.1, C22,0.38
670.1, C25,0.46
670.1, C41,0.31
670.1, C50,0.63
670.2, C2,0.24
670.2, C9,0.11
670.2, C12,0.13
670.2, C13,0.17
670.2, C14,0.1
670.2, C17,0.38
670.2, C22,0.25
670.2, C25,0.55
670.2, C50,0.44
670.3, C1,0.17
670.3, C17,0.38
670.3, C22,0.11
670.3, C25,0.11
670.3, C41,0.15
670.4, C9,0.27
670.4, C13,0.12
670.4, C17,0.18
670.4, C22,0.29
670.4, C25,0.23
670.4, C41,0.16
670.4, C50,0.72
670.5, C13,0.11
670.5, C14,0.13
670.5, C17,0.21
670.5, C25,0.14
670.5, C41,0.17
670.5, C50,0.33
670.6, C0,0.31
670.6, C2,0.19
