Time (s), Cell Name, Value
130.86, C46,0.61
130.96, C0,0.19
130.96, C13,0.14
130.96, C30,0.58
130.96, C31,0.27
130.96, C32,0.99
130.96, C34,0.19
130.96, C43,0.16
130.96, C46,0.64
130.96, C60,0.12
131.06, C0,0.12
131.06, C21,0.13
131.06, C31,0.19
131.06, C32,0.42
131.06, C35,0.29
131.06, C40,0.29
131.06, C43,0.46
131.06, C46,0.5
131.16, C0,0.38
131.16, C13,0.2
131.16, C32,0.19
131.16, C46,0.35
131.16, C61,0.22
131.26, C15,0.17
131.26, C27,0.27
131.26, C30,0.21
131.26, C31,0.14
131.26, C32,0.3
131.26, C34,0.11
131.26, C40,0.3
131.26, C46,0.29
131.26, C49,0.11
131.36, C2,0.19
131.36, C12,0.13
131.36, C28,0.13
131.36, C31,0.76
131.36, C35,0.35
131.36, C40,0.28
131.36, C61,0.13
131.46, C12,0.13
131.46, C22,0.21
131.46, C27,0.12
131.46, C28,0.34
131.46, C30,0.14
131.46, C31,0.3
131.46, C32,0.12
131.46, C34,0.21
131.46, C35,0.4
131.46, C49,0.17
131.56, C18,0.13
131.56, C22,0.13
131.56, C31,0.32
131.56, C32,0.31
131.56, C38,0.17
131.56, C48,0.1
131.66, C27,0.29
131.66, C30,0.1
131.66, C32,0.2
131.66, C33,0.11
131.66, C35,0.42
131.66, C40,0.49
131.66, C49,0.6
131.66, C61,0.17
131.76, C28,0.18
131.76, C31,0.1
131.76, C32,0.22
131.76, C34,0.13
131.76, C35,0.75
131.76, C49,0.68
131.86, C21,0.12
131.86, C30,0.16
131.86, C34,0.33
131.86, C35,0.69
131.86, C40,0.21
131.86, C49,0.12
131.96, C15,0.11
131.96, C27,0.15
131.96, C32,0.43
131.96, C34,0.25
131.96, C35,0.49
131.96, C37,0.1
131.96, C49,0.6
131.96, C54,0.18
131.96, C59,0.14
132.06, C6,0.1
132.06, C22,0.15
132.06, C34,0.16
132.06, C40,0.11
132.06, C48,0.11
132.06, C49,0.56
132.16, C0,0.13
132.16, C1,0.21
132.16, C39,0.27
132.16, C40,0.21
132.16, C49,0.25
132.26, C15,0.13
132.26, C39,0.24
132.26, C54,0.1
132.36, C5,0.21
132.36, C40,0.23
132.46, C1,0.15
132.46, C21,0.25
132.46, C40,0.12
132.46, C47,0.11
132.56, C12,0.11
132.56, C38,0.17
132.56, C40,0.19
132.56, C47,0.75
132.56, C48,0.11
132.56, C50,0.14
132.56, C54,0.15
132.66, C5,0.16
132.66, C18,0.12
132.66, C40,0.14
132.66, C47,0.81
132.66, C62,0.11
132.76, C13,0.22
132.76, C47,0.58
132.76, C50,0.15
132.76, C54,0.41
132.86, C22,0.17
132.86, C40,0.52
132.86, C47,0.43
132.96, C13,0.1
132.96, C47,0.52
132.96, C54,0.33
133.06, C12,0.12
133.06, C17,0.11
133.06, C19,0.11
133.06, C21,0.13
133.06, C40,0.69
133.16, C5,0.12
133.16, C6,0.11
133.16, C13,0.18
133.16, C22,0.11
133.16, C40,0.36
133.26, C54,0.56
133.36, C19,0.15
133.36, C24,0.15
133.36, C48,0.11
133.36, C54,0.26
133.46, C2,0.22
133.46, C12,0.19
133.46, C21,0.12
133.46, C40,0.17
133.46, C54,0.35
133.56, C15,0.11
133.56, C40,0.38
133.66, C0,0.12
133.66, C9,0.18
133.66, C40,0.15
133.66, C48,0.21
133.66, C54,0.55
133.76, C1,0.13
133.76, C24,0.16
133.76, C48,0.17
133.76, C54,0.3
133.86, C12,0.18
133.86, C21,0.1
133.86, C22,0.1
133.86, C48,0.26
133.86, C54,0.34
133.96, C2,0.25
133.96, C12,0.14
133.96, C13,0.13
133.96, C40,0.4
134.06, C12,0.17
134.06, C40,0.35
134.16, C16,0.12
134.16, C27,0.1
134.16, C40,0.35
134.16, C43,0.1
134.26, C1,0.23
134.26, C12,0.37
134.26, C16,0.28
134.26, C24,0.13
134.26, C28,0.13
134.36, C10,0.13
134.36, C40,0.24
134.36, C43,0.12
134.46, C27,0.12
134.66, C5,0.28
134.66, C40,0.16
134.76, C13,0.13
134.76, C21,0.11
134.76, C40,0.24
134.76, C43,0.12
134.76, C56,0.15
134.86, C16,0.33
134.86, C21,0.15
134.96, C13,0.23
134.96, C40,0.18
135.06, C1,0.1
135.06, C40,0.44
135.16, C1,0.2
135.16, C14,0.12
135.16, C49,0.15
135.26, C12,0.25
135.26, C21,0.1
135.26, C22,0.17
135.26, C40,0.1
135.26, C43,0.1
135.26, C48,0.32
135.46, C2,0.21
135.46, C12,0.36
135.46, C19,0.12
135.46, C27,0.13
135.46, C40,0.47
135.46, C56,0.14
135.56, C3,0.11
135.56, C12,0.41
135.56, C13,0.12
135.56, C21,0.2
135.66, C6,0.11
135.66, C12,0.1
135.66, C19,0.1
135.66, C22,0.12
135.76, C12,0.21
135.76, C34,0.12
135.76, C40,0.34
135.86, C40,0.24
135.96, C13,0.12
135.96, C40,0.14
136.06, C5,0.26
136.06, C12,0.13
136.06, C40,0.47
136.16, C2,0.16
136.26, C12,0.11
136.26, C26,0.1
136.46, C3,0.13
136.46, C5,0.11
136.46, C12,0.21
136.46, C13,0.11
136.46, C20,0.14
136.46, C62,0.19
136.56, C15,0.16
136.66, C12,0.28
136.66, C40,0.73
136.66, C43,0.13
136.76, C16,0.12
136.76, C30,0.12
136.86, C5,0.27
136.86, C12,0.15
136.86, C30,0.11
136.96, C12,0.19
136.96, C40,0.4
137.06, C12,0.17
137.06, C38,0.15
137.06, C40,0.11
137.16, C12,0.1
137.16, C13,0.17
137.16, C22,0.11
137.16, C40,0.22
137.26, C1,0.12
137.26, C6,0.12
137.26, C49,0.12
137.36, C2,0.21
137.36, C13,0.14
137.46, C12,0.41
137.46, C16,0.13
137.56, C12,0.11
137.56, C40,0.52
137.56, C48,0.14
137.66, C12,0.11
137.66, C13,0.21
137.66, C15,0.1
137.66, C40,0.29
137.66, C48,0.12
137.77, C12,0.29
137.77, C14,0.12
137.77, C22,0.12
137.77, C56,0.11
137.87, C12,0.28
137.87, C21,0.17
137.87, C40,0.25
137.87, C43,0.12
137.97, C0,0.12
137.97, C22,0.11
137.97, C28,0.12
138.07, C12,0.36
138.07, C20,0.11
138.07, C34,0.1
138.07, C35,0.11
138.17, C5,0.21
138.17, C12,0.33
138.17, C24,0.13
138.17, C40,0.36
138.17, C62,0.12
138.27, C24,0.21
138.27, C40,0.37
138.37, C11,0.13
138.37, C12,0.22
138.37, C21,0.11
138.37, C40,0.22
138.47, C12,0.34
138.47, C13,0.19
138.47, C22,0.13
138.47, C26,0.18
138.47, C40,0.12
138.47, C62,0.6
138.57, C13,0.16
138.67, C1,0.19
138.67, C20,0.13
138.67, C24,0.1
138.67, C40,0.3
138.67, C54,0.16
138.77, C26,0.2
138.77, C40,0.43
138.77, C43,0.1
138.97, C12,0.32
139.07, C2,0.14
139.07, C12,0.83
139.07, C28,0.2
139.07, C56,0.1
139.17, C12,0.45
139.17, C40,0.1
139.27, C10,0.1
139.27, C12,0.11
139.27, C40,0.52
139.37, C3,0.11
139.37, C48,0.18
139.47, C5,0.12
139.47, C6,0.1
139.47, C21,0.11
139.47, C27,0.1
139.57, C1,0.15
139.57, C13,0.19
139.57, C15,0.12
139.57, C18,0.14
139.57, C28,0.23
139.57, C43,0.1
139.67, C2,0.11
139.67, C12,0.22
139.67, C16,0.15
139.67, C25,0.14
139.67, C28,0.25
139.77, C12,0.17
139.77, C16,0.1
139.77, C19,0.13
139.77, C21,0.14
139.77, C40,0.37
139.87, C1,0.14
139.87, C12,0.17
139.87, C34,0.29
139.87, C49,0.15
139.87, C60,0.32
139.97, C13,0.17
139.97, C21,0.14
139.97, C39,0.11
139.97, C40,0.4
139.97, C57,0.12
139.97, C60,0.36
140.07, C2,0.11
140.07, C57,0.14
140.07, C60,0.2
140.07, C62,0.15
140.17, C15,0.17
140.17, C27,0.19
140.17, C40,0.11
140.17, C57,0.38
140.17, C61,0.11
140.27, C18,0.11
140.27, C21,0.58
140.27, C25,0.14
140.27, C37,0.13
140.27, C40,0.27
140.27, C49,0.11
140.27, C57,0.41
140.27, C60,0.19
140.37, C2,0.12
140.37, C13,0.14
140.37, C21,0.11
140.37, C22,0.12
140.37, C25,0.18
140.37, C32,0.11
140.37, C37,0.25
140.37, C40,0.34
140.37, C56,0.1
140.47, C13,0.12
140.47, C15,0.18
140.57, C2,0.18
140.67, C20,0.15
140.67, C40,0.25
140.67, C43,0.25
140.77, C40,0.24
140.87, C58,0.1
140.97, C6,0.11
140.97, C27,0.1
140.97, C28,0.25
140.97, C30,0.11
140.97, C34,0.14
140.97, C40,0.23
140.97, C56,0.11
140.97, C59,0.2
141.07, C13,0.19
141.07, C49,0.18
141.37, C1,0.11
141.37, C15,0.21
141.37, C30,0.1
141.37, C32,0.17
141.37, C39,0.21
141.37, C40,0.11
141.37, C49,0.12
141.37, C50,0.15
141.47, C5,0.15
141.47, C39,0.12
141.57, C13,0.22
141.57, C40,0.72
141.57, C43,0.13
141.57, C47,0.31
141.67, C5,0.11
141.67, C17,0.13
141.67, C18,0.11
141.67, C20,0.15
141.67, C21,0.12
141.67, C40,0.1
141.67, C47,0.68
141.77, C41,0.13
141.77, C47,0.54
141.87, C40,0.46
141.87, C43,0.11
141.87, C47,0.82
141.87, C59,0.2
141.97, C47,0.17
141.97, C59,0.15
142.07, C2,0.17
142.07, C13,0.1
142.07, C34,0.16
142.07, C41,0.18
142.17, C54,0.19
142.27, C13,0.12
142.27, C21,0.15
142.27, C40,0.64
142.27, C44,0.31
142.27, C54,0.14
142.37, C21,0.2
142.37, C33,0.12
142.37, C59,0.2
142.47, C5,0.11
142.47, C9,0.23
142.47, C21,0.12
142.47, C41,0.16
142.47, C44,0.42
142.57, C22,0.12
142.57, C33,0.11
142.57, C40,0.49
142.57, C41,0.39
142.57, C44,0.51
142.67, C9,0.25
142.67, C18,0.12
142.67, C21,0.13
142.67, C40,0.14
142.67, C41,0.13
142.67, C43,0.14
142.67, C44,0.51
142.77, C3,0.15
142.77, C10,0.17
142.77, C40,0.15
142.87, C9,0.11
142.87, C13,0.12
142.87, C33,0.17
142.87, C54,0.22
142.97, C43,0.2
143.07, C16,0.18
143.07, C40,0.49
143.07, C54,0.26
143.17, C1,0.28
143.17, C5,0.13
143.17, C20,0.13
143.17, C40,0.26
143.27, C11,0.1
143.27, C13,0.16
143.27, C24,0.4
143.37, C5,0.17
143.37, C40,0.2
143.37, C54,0.13
143.47, C40,0.33
143.47, C49,0.12
143.57, C9,0.1
143.57, C22,0.15
143.57, C40,0.2
143.67, C6,0.11
143.67, C54,0.25
143.77, C12,0.16
143.77, C13,0.18
143.77, C33,0.24
143.77, C54,0.29
143.87, C5,0.11
143.87, C22,0.1
143.87, C28,0.11
143.87, C35,0.1
143.87, C40,0.24
143.87, C48,0.1
143.87, C54,0.3
143.87, C62,0.1
143.97, C40,0.35
143.97, C54,0.17
143.97, C62,0.16
144.07, C28,0.11
144.07, C54,0.11
144.07, C62,0.35
144.17, C3,0.12
144.17, C15,0.15
144.17, C25,0.14
144.17, C28,0.16
144.17, C40,0.41
144.17, C62,0.86
144.27, C9,0.29
144.27, C13,0.24
144.27, C35,0.11
144.37, C1,0.22
144.47, C12,0.37
144.47, C38,0.13
144.57, C40,0.69
144.57, C56,0.14
144.67, C2,0.12
144.67, C19,0.13
144.67, C40,0.12
144.87, C40,0.33
144.97, C21,0.21
144.97, C49,0.1
145.17, C5,0.11
145.17, C40,0.42
145.27, C2,0.17
145.37, C6,0.1
145.37, C13,0.16
145.37, C19,0.1
145.37, C40,0.48
145.37, C43,0.13
145.47, C40,0.11
145.57, C40,0.28
145.67, C12,0.1
145.67, C25,0.15
145.77, C26,0.13
145.77, C28,0.12
145.87, C1,0.19
145.87, C15,0.19
145.87, C20,0.15
145.87, C49,0.32
145.97, C2,0.15
145.97, C13,0.16
145.97, C15,0.13
145.97, C28,0.13
145.97, C30,0.18
145.97, C57,0.15
145.97, C60,0.37
146.18, C5,0.19
146.28, C13,0.13
146.28, C16,0.13
146.28, C30,0.15
146.28, C40,0.28
146.38, C40,0.36
146.58, C30,0.19
146.58, C40,0.28
146.68, C18,0.1
146.68, C40,0.12
146.78, C1,0.23
146.78, C5,0.22
146.78, C13,0.1
146.78, C40,0.33
146.88, C20,0.18
146.88, C24,0.21
146.88, C26,0.18
146.98, C0,0.11
146.98, C12,0.12
146.98, C38,0.1
147.08, C13,0.11
147.08, C15,0.13
147.08, C17,0.11
147.08, C28,0.23
147.08, C40,0.26
147.08, C56,0.12
147.18, C21,0.17
147.18, C25,0.12
147.18, C40,0.34
147.28, C40,0.55
147.28, C43,0.19
147.38, C49,0.11
147.48, C2,0.11
147.48, C21,0.1
147.48, C40,0.19
147.58, C9,0.11
147.58, C12,0.2
147.58, C22,0.13
147.58, C23,0.13
147.58, C34,0.18
147.68, C2,0.14
147.68, C12,0.1
147.68, C13,0.15
147.68, C40,0.18
147.78, C19,0.2
147.78, C40,0.19
147.88, C12,0.12
147.88, C13,0.11
147.88, C21,0.12
147.98, C26,0.24
147.98, C33,0.11
147.98, C56,0.15
148.08, C8,0.52
148.08, C13,0.14
148.08, C20,0.19
148.08, C21,0.15
148.08, C26,0.2
148.08, C28,0.13
148.08, C60,0.11
148.18, C8,0.79
148.18, C19,0.17
148.18, C26,0.44
148.18, C28,0.19
148.18, C38,0.24
148.18, C45,0.14
148.18, C61,0.19
148.28, C8,0.69
148.28, C26,0.2
148.28, C38,0.19
148.28, C40,0.23
148.28, C59,0.12
148.38, C40,0.28
148.38, C51,0.12
148.48, C28,0.17
148.58, C13,0.17
148.58, C22,0.21
148.58, C25,0.21
148.58, C28,0.46
148.58, C32,0.11
148.58, C40,0.16
148.68, C21,0.21
148.68, C28,0.66
148.68, C40,0.13
148.78, C28,0.18
148.78, C60,0.19
148.88, C2,0.12
148.88, C40,0.57
148.98, C26,0.14
149.08, C16,0.11
149.08, C26,0.3
149.18, C2,0.11
149.18, C5,0.14
149.18, C9,0.11
149.18, C13,0.2
149.18, C20,0.16
149.18, C40,0.24
149.28, C28,0.16
149.28, C40,0.59
149.38, C26,0.21
149.48, C1,0.17
149.48, C40,0.26
149.48, C62,0.14
149.58, C6,0.19
149.58, C12,0.25
149.58, C21,0.11
149.58, C28,0.37
149.58, C30,0.18
149.58, C34,0.17
149.58, C62,0.2
149.68, C22,0.1
149.68, C28,1.0
149.68, C40,0.32
149.68, C62,0.14
149.78, C13,0.11
149.78, C21,0.12
149.78, C34,0.12
149.88, C10,0.11
149.88, C13,0.1
149.88, C40,0.27
149.98, C2,0.14
149.98, C8,0.12
149.98, C38,0.15
150.08, C8,0.3
150.18, C5,0.18
150.18, C8,0.68
150.18, C15,0.1
150.18, C21,0.19
150.18, C26,0.16
150.18, C40,0.25
150.18, C49,0.2
150.28, C2,0.2
150.28, C8,0.85
150.28, C40,0.16
150.28, C47,0.21
150.28, C60,0.29
150.38, C5,0.13
150.38, C8,0.5
150.38, C13,0.28
150.38, C27,0.15
150.38, C47,0.77
150.38, C59,0.16
150.48, C40,0.33
150.48, C44,0.16
150.48, C47,0.62
150.58, C20,0.1
150.58, C41,0.13
150.58, C44,0.23
150.58, C47,0.69
150.58, C59,0.26
150.68, C40,0.68
150.68, C47,0.24
150.78, C9,0.19
150.78, C24,0.12
150.78, C44,0.14
150.88, C13,0.17
150.88, C26,0.11
150.88, C33,0.15
150.98, C6,0.11
150.98, C21,0.15
150.98, C27,0.12
150.98, C40,0.17
150.98, C51,0.12
150.98, C56,0.14
151.08, C9,0.22
151.08, C18,0.12
151.18, C13,0.11
151.18, C59,0.3
151.18, C60,0.14
151.28, C2,0.1
151.28, C13,0.11
151.28, C50,0.11
151.28, C59,0.42
151.28, C60,0.12
151.38, C18,0.21
151.38, C24,0.33
151.38, C26,0.28
151.38, C27,0.12
151.38, C34,0.18
151.38, C40,0.38
151.38, C56,0.52
151.38, C59,0.72
151.38, C60,0.3
151.48, C10,0.19
151.48, C18,0.16
151.48, C26,0.11
151.48, C40,0.21
151.48, C56,0.66
151.48, C59,0.25
151.58, C27,0.14
151.58, C56,0.63
151.58, C59,0.22
151.68, C56,0.42
151.78, C13,0.16
151.78, C27,0.21
151.78, C40,0.13
151.78, C56,0.44
151.78, C59,0.17
151.88, C13,0.11
151.88, C18,0.18
151.88, C40,0.12
151.88, C56,0.26
151.88, C59,0.4
151.98, C6,0.11
151.98, C10,0.14
151.98, C40,0.41
151.98, C59,0.11
152.08, C20,0.11
152.18, C13,0.11
152.18, C21,0.14
152.18, C26,0.41
152.28, C10,0.19
152.28, C13,0.13
152.28, C26,0.53
152.28, C37,0.12
152.28, C50,0.42
152.38, C2,0.16
152.38, C5,0.11
152.38, C21,0.18
152.38, C38,0.11
152.38, C40,0.46
152.38, C45,0.18
152.38, C50,1.0
152.48, C28,0.13
152.48, C38,0.15
152.48, C40,0.19
152.48, C43,0.1
152.48, C45,0.19
152.58, C0,0.17
152.58, C38,0.19
152.58, C40,0.37
152.58, C43,0.19
152.58, C45,0.12
152.68, C19,0.14
152.78, C15,0.12
152.78, C37,0.14
152.88, C19,0.39
152.88, C37,0.18
152.88, C60,0.3
152.88, C61,0.7
152.98, C6,0.11
152.98, C13,0.1
152.98, C19,0.15
152.98, C34,0.12
152.98, C37,0.16
152.98, C60,0.2
152.98, C61,0.11
153.08, C15,0.12
153.08, C19,0.25
153.08, C28,0.11
153.08, C40,0.25
153.08, C61,0.74
153.18, C5,0.11
153.18, C37,0.15
153.28, C19,0.15
153.28, C25,0.11
153.28, C37,0.35
153.28, C40,0.87
153.38, C34,0.13
153.38, C37,0.12
153.38, C59,0.19
153.38, C61,0.19
153.48, C2,0.11
153.48, C15,0.15
153.48, C18,0.17
153.48, C19,0.1
153.48, C43,0.18
153.58, C13,0.14
153.58, C23,0.12
153.58, C24,0.16
153.58, C40,0.35
153.68, C15,0.18
153.68, C28,0.11
153.68, C60,0.31
153.78, C2,0.14
153.78, C24,0.24
153.88, C5,0.22
153.88, C9,0.14
153.88, C37,0.1
153.88, C43,0.21
153.88, C60,0.16
153.98, C59,0.28
154.08, C28,0.1
154.08, C37,0.2
154.08, C40,0.1
154.08, C59,0.3
154.08, C61,0.14
154.18, C18,0.17
154.18, C26,0.12
154.18, C28,0.15
154.18, C32,0.23
154.18, C37,0.51
154.18, C40,0.38
154.18, C59,0.37
154.28, C13,0.13
154.28, C15,0.13
154.28, C19,0.28
154.28, C37,0.47
154.28, C40,0.31
154.28, C61,0.38
154.39, C21,0.22
154.39, C24,0.27
154.39, C28,0.14
154.39, C37,0.2
154.39, C40,0.16
154.39, C60,0.31
154.39, C61,0.29
154.49, C2,0.11
154.49, C19,0.16
154.49, C61,0.12
154.59, C19,0.23
154.59, C30,0.1
154.59, C59,0.22
154.59, C61,0.29
154.69, C13,0.15
154.69, C18,0.1
154.69, C37,0.27
154.69, C40,0.47
154.69, C49,0.11
154.69, C51,0.11
154.69, C59,0.12
154.69, C60,0.41
154.79, C5,0.14
154.79, C10,0.12
154.79, C26,0.12
154.79, C37,0.11
154.79, C40,0.19
154.89, C19,0.17
154.89, C28,0.2
154.89, C37,0.2
154.89, C60,0.13
154.89, C61,0.41
154.99, C13,0.11
154.99, C19,0.13
154.99, C37,0.35
154.99, C59,0.16
155.09, C24,0.15
155.09, C40,0.18
155.09, C54,0.12
155.09, C56,0.35
155.09, C59,0.11
155.19, C24,0.16
155.19, C28,0.1
155.19, C30,0.11
155.19, C48,0.17
155.19, C56,0.53
155.19, C60,0.38
155.29, C26,0.11
155.29, C38,0.2
155.29, C39,0.1
155.29, C49,0.12
155.29, C56,1.0
155.29, C59,0.25
155.39, C21,0.3
155.39, C26,0.21
155.39, C28,0.1
155.39, C54,0.11
155.39, C56,0.46
155.39, C62,0.3
155.49, C2,0.2
155.49, C13,0.11
155.49, C56,0.42
155.59, C18,0.12
155.59, C27,0.1
155.59, C29,0.16
155.59, C40,0.1
155.59, C56,0.21
155.59, C62,0.2
155.69, C11,0.13
155.69, C13,0.13
155.69, C27,0.16
155.69, C29,1.0
155.69, C38,0.19
155.69, C50,0.15
155.69, C62,1.0
155.79, C29,0.74
155.79, C43,0.17
155.89, C13,0.12
155.89, C26,0.21
155.89, C28,0.15
155.89, C40,0.85
155.89, C50,0.1
155.99, C5,0.16
155.99, C16,0.17
155.99, C28,0.4
155.99, C40,0.47
156.09, C9,0.12
156.09, C21,0.15
156.09, C30,0.16
156.09, C32,0.22
156.19, C19,0.15
156.19, C30,0.28
156.19, C43,0.1
156.19, C61,0.25
156.29, C20,0.11
156.29, C30,0.88
156.29, C34,0.18
156.39, C5,0.13
156.39, C24,0.12
156.39, C28,0.19
156.39, C30,0.63
156.49, C13,0.22
156.49, C22,0.11
156.49, C28,0.16
156.49, C40,0.25
156.49, C56,0.12
156.49, C60,0.16
156.49, C61,0.12
156.59, C0,0.13
156.59, C5,0.1
156.59, C28,0.14
156.69, C3,0.15
156.69, C12,0.2
156.69, C21,0.21
156.69, C24,0.24
156.69, C43,0.2
156.79, C21,0.15
156.79, C32,0.27
156.79, C40,0.54
156.89, C13,0.13
156.99, C6,0.11
156.99, C19,0.1
156.99, C38,0.12
156.99, C40,0.49
156.99, C47,0.14
157.09, C5,0.11
157.09, C21,0.21
157.09, C22,0.11
157.09, C44,0.15
157.09, C47,0.31
157.19, C1,0.14
157.19, C27,0.2
157.19, C34,0.15
157.19, C40,0.26
157.29, C12,0.15
157.29, C56,0.11
157.39, C2,0.3
157.39, C5,0.15
157.39, C12,0.12
157.39, C28,0.27
157.39, C33,0.15
157.39, C40,0.18
157.39, C54,0.13
157.39, C59,0.14
157.49, C13,0.12
157.49, C28,0.39
157.49, C33,0.37
157.49, C40,0.19
157.49, C43,0.1
157.59, C16,0.12
157.59, C18,0.1
157.59, C33,0.19
157.59, C34,0.35
157.59, C43,0.15
157.69, C1,0.13
157.69, C13,0.14
157.69, C34,0.41
157.79, C15,0.13
157.89, C12,0.12
157.89, C28,0.26
157.89, C40,0.46
157.99, C15,0.12
157.99, C26,0.1
157.99, C47,0.11
158.09, C15,0.19
158.09, C25,0.22
158.09, C50,0.12
158.19, C0,0.13
158.19, C13,0.16
158.19, C30,0.19
158.19, C40,0.56
158.29, C2,0.22
158.29, C19,0.15
158.29, C24,0.15
158.29, C26,0.12
158.29, C30,0.83
158.29, C32,0.13
158.29, C54,0.15
158.29, C56,0.13
158.39, C19,0.15
158.39, C20,0.12
158.39, C21,0.13
158.39, C30,0.48
158.49, C21,0.18
158.49, C22,0.2
158.49, C32,0.21
158.49, C37,0.13
158.49, C58,0.22
158.59, C9,0.21
158.59, C13,0.11
158.59, C22,0.23
158.59, C27,0.21
158.59, C58,0.48
158.69, C9,0.25
158.69, C17,0.25
158.69, C21,0.17
158.69, C22,0.51
158.69, C27,0.15
158.69, C41,0.32
158.69, C43,0.18
158.69, C50,0.17
158.79, C2,0.27
158.79, C13,0.15
158.79, C14,0.14
158.79, C17,0.24
158.79, C35,0.13
158.79, C40,0.49
158.79, C41,0.38
158.79, C43,0.24
158.79, C50,0.44
158.79, C53,0.5
158.89, C9,0.62
158.89, C13,0.11
158.89, C14,0.11
158.89, C17,0.61
158.89, C25,0.31
158.89, C28,0.15
158.89, C32,0.73
158.89, C35,0.2
158.89, C38,0.14
158.89, C40,0.19
158.89, C41,0.35
158.89, C43,0.26
158.89, C50,0.49
158.89, C53,0.68
158.99, C9,0.66
158.99, C17,0.56
158.99, C25,0.16
158.99, C32,0.38
158.99, C40,0.14
158.99, C41,0.19
158.99, C43,0.13
158.99, C51,0.14
158.99, C53,0.33
159.09, C9,0.13
159.09, C13,0.1
159.09, C17,0.12
159.09, C21,0.16
159.09, C32,0.5
159.09, C36,0.13
159.09, C40,0.18
159.09, C41,0.68
159.09, C43,0.19
159.09, C53,0.59
159.19, C9,0.23
159.19, C47,0.21
159.19, C53,0.31
159.29, C33,0.17
159.29, C40,0.3
159.29, C51,0.11
159.29, C53,0.56
159.39, C1,0.19
159.39, C40,0.42
159.49, C13,0.11
159.59, C1,0.11
159.69, C13,0.11
159.69, C33,0.17
159.69, C40,0.15
159.69, C54,0.32
159.79, C0,0.33
159.79, C13,0.12
159.79, C40,0.4
159.79, C54,0.21
159.89, C0,0.62
159.89, C1,0.45
159.89, C5,0.12
159.89, C10,0.11
159.89, C25,0.11
159.89, C54,0.19
159.99, C1,0.86
159.99, C33,0.2
159.99, C40,0.29
159.99, C54,0.76
160.09, C0,0.55
160.09, C1,0.39
160.09, C13,0.19
160.09, C54,0.34
160.19, C0,0.56
160.19, C21,0.17
160.19, C27,0.11
160.19, C33,0.14
160.19, C40,0.5
160.19, C46,0.18
160.19, C54,0.12
160.29, C10,0.12
160.29, C33,0.12
160.29, C40,0.18
160.39, C2,0.15
160.39, C20,0.2
160.39, C33,0.16
160.39, C46,0.11
160.39, C54,0.31
160.49, C3,0.11
160.49, C9,0.27
160.49, C33,0.21
160.49, C46,0.23
160.49, C47,0.15
160.59, C8,0.14
160.59, C9,0.32
160.59, C13,0.13
160.59, C21,0.22
160.59, C33,0.39
160.59, C34,0.1
160.59, C44,0.12
160.69, C33,0.7
160.69, C41,0.14
160.69, C44,0.13
160.69, C47,0.5
160.79, C9,0.24
160.79, C12,0.13
160.79, C13,0.1
160.79, C33,0.55
160.89, C9,0.25
160.89, C13,0.16
160.89, C21,0.11
160.89, C25,0.12
160.89, C33,0.4
160.89, C40,0.32
160.89, C44,0.5
160.99, C9,0.36
160.99, C28,0.1
160.99, C40,0.46
160.99, C44,0.4
161.09, C0,0.21
161.09, C9,0.53
161.09, C12,0.12
161.09, C25,0.24
161.09, C28,0.15
161.09, C41,0.14
161.09, C44,0.47
161.19, C1,0.14
161.19, C2,0.21
161.19, C9,0.69
161.19, C12,0.14
161.19, C13,0.12
161.19, C21,0.11
161.19, C23,0.13
161.19, C36,0.19
161.19, C41,0.21
161.19, C44,0.26
161.19, C51,0.19
161.29, C10,0.2
161.29, C19,0.1
161.29, C40,0.32
161.29, C41,0.14
161.39, C6,0.14
161.39, C8,0.11
161.39, C13,0.21
161.39, C21,0.24
161.39, C40,0.2
161.39, C41,0.1
161.39, C44,0.22
161.39, C49,0.13
161.49, C9,0.13
161.49, C10,0.26
161.49, C13,0.13
161.49, C22,0.12
161.49, C34,0.18
161.49, C44,0.15
161.59, C9,0.61
161.59, C25,0.21
161.59, C28,0.11
161.59, C32,0.18
161.59, C33,0.28
161.59, C36,0.24
161.59, C38,0.22
161.59, C41,0.3
161.59, C44,0.54
161.69, C13,0.14
161.69, C32,0.21
161.69, C33,0.15
161.69, C40,0.62
161.69, C43,0.13
161.79, C1,0.25
161.79, C33,0.15
161.89, C2,0.1
161.89, C10,0.23
161.89, C33,0.33
161.99, C21,0.18
161.99, C34,0.41
162.09, C10,0.3
162.09, C40,0.18
162.19, C13,0.16
162.19, C34,0.22
162.19, C40,0.2
162.29, C0,0.23
162.29, C10,0.2
162.29, C13,0.12
162.29, C16,0.16
162.29, C40,0.19
162.29, C43,0.22
162.39, C1,0.21
162.39, C10,0.27
162.39, C27,0.2
162.39, C40,0.56
162.49, C0,0.14
162.49, C1,0.35
162.49, C14,0.11
162.49, C17,0.49
162.59, C40,0.13
162.59, C54,0.16
162.69, C5,0.2
162.69, C6,0.1
162.9, C1,0.34
162.9, C24,0.12
162.9, C40,0.19
162.9, C43,0.16
162.9, C54,0.12
163.0, C0,0.2
163.0, C12,0.12
163.0, C13,0.12
163.0, C23,0.13
163.0, C27,0.21
163.0, C40,0.19
163.0, C54,0.5
163.1, C0,0.3
163.1, C1,0.5
163.1, C10,0.1
163.1, C27,0.15
163.1, C34,0.17
163.1, C40,0.43
163.1, C54,0.3
163.2, C1,0.18
163.2, C13,0.16
163.2, C40,0.29
163.3, C1,0.13
